split,mode,k,signal_date,execution_date,ts_code,close_weight,pred_score
test,full_topk,30,20250626,20250627,300919.SZ,0.033098593182034744,0.00015745405107736588
test,full_topk,30,20250626,20250627,300957.SZ,0.03348188679389151,0.0003937333822250366
test,full_topk,30,20250626,20250627,302132.SZ,0.03347178356212636,0.0005551706999540329
test,full_topk,30,20250627,20250630,300001.SZ,0.03363543413514007,0.0001408364623785019
test,full_topk,30,20250627,20250630,300014.SZ,0.03314231469191782,0.00041996268555521965
test,full_topk,30,20250627,20250630,300054.SZ,0.033788826926837226,0.00020792894065380096
test,full_topk,30,20250627,20250630,300122.SZ,0.0332474622176841,0.00017241109162569046
test,full_topk,30,20250627,20250630,300124.SZ,0.033269607569025646,0.0001841522753238678
test,full_topk,30,20250627,20250630,300136.SZ,0.033094109065427015,0.00021168310195207596
test,full_topk,30,20250627,20250630,300142.SZ,0.033066096080803326,0.00033445004373788834
test,full_topk,30,20250627,20250630,300144.SZ,0.03316989179416928,0.00020543625578284264
test,full_topk,30,20250627,20250630,300146.SZ,0.03297591581876477,0.00042641814798116684
test,full_topk,30,20250627,20250630,300212.SZ,0.03334367696172498,0.0001320522278547287
test,full_topk,30,20250627,20250630,300339.SZ,0.03284023904913427,0.0001982985995709896
test,full_topk,30,20250627,20250630,300373.SZ,0.033290216514178024,0.0001890086568892002
test,full_topk,30,20250627,20250630,300394.SZ,0.03468770907734097,0.0002540675923228264
test,full_topk,30,20250627,20250630,300418.SZ,0.033779471489036234,0.00020602624863386154
test,full_topk,30,20250627,20250630,300496.SZ,0.033384322419492574,0.0002330401912331581
test,full_topk,30,20250627,20250630,300601.SZ,0.033062980943038736,0.00011580903083086014
test,full_topk,30,20250627,20250630,300604.SZ,0.03301267007179506,0.00014710985124111176
test,full_topk,30,20250627,20250630,300627.SZ,0.033070402683574994,0.0005250955000519753
test,full_topk,30,20250627,20250630,300628.SZ,0.03313798305464768,0.00018331455066800117
test,full_topk,30,20250627,20250630,300661.SZ,0.03275535618525133,0.00025951117277145386
test,full_topk,30,20250627,20250630,300666.SZ,0.03320896116024015,0.00026124995201826096
test,full_topk,30,20250627,20250630,300676.SZ,0.03327679096309657,0.0003738519735634327
test,full_topk,30,20250627,20250630,300699.SZ,0.03385242314360715,0.00018639396876096725
test,full_topk,30,20250627,20250630,300750.SZ,0.03307032003104911,0.0007480080239474773
test,full_topk,30,20250627,20250630,300759.SZ,0.03373192889505992,0.00033093709498643875
test,full_topk,30,20250627,20250630,300761.SZ,0.03309922319629221,0.00019014161080121994
test,full_topk,30,20250627,20250630,300832.SZ,0.03337605184226156,0.00023598968982696533
test,full_topk,30,20250627,20250630,300919.SZ,0.03271720314185232,0.00012663938105106354
test,full_topk,30,20250627,20250630,300957.SZ,0.03321628695912934,0.0004323618486523628
test,full_topk,30,20250627,20250630,302132.SZ,0.03469612391842755,0.0004933355376124382
