run,engine,split,setting,net_ann,net_ir,net_mdd,excess_benchmark_ann,excess_exec_universe_ann,avg_filled_turnover,avg_position_count
clean_alpha_only,t1_fill_rank_buffer,test,top_30_keep_3x,0.5612541368545632,0.24669161683216728,-0.20318193921198513,-0.01593336889205965,0.05358645520670513,0.034203786196744974,34.196969696969695
clean_alpha_only,t1_fill_rank_buffer,validation,top_10_keep_1x,-0.12512260141658083,-0.027611833456370135,-0.4711686263848123,-0.11949483248366266,-0.052747386093230375,0.04134359098890601,26.65979381443299
clean_alpha_only,t1_fill_rank_buffer,validation,top_10_keep_1.5x,-0.12320882777117981,-0.026935234137415595,-0.4667198681429704,-0.1177831189523102,-0.0508764488693183,0.038023584730339684,26.123711340206185
clean_alpha_only,t1_fill_rank_buffer,validation,top_10_keep_2x,-0.11751510630765072,-0.024825006049575382,-0.4613035685769592,-0.11251861348878911,-0.04515389264419645,0.03682641628150016,25.463917525773194
clean_alpha_only,t1_fill_rank_buffer,validation,top_10_keep_3x,-0.09974552248852919,-0.017782357933885315,-0.45514153780650257,-0.09548743919107094,-0.026994809848270185,0.03178981318500394,22.88659793814433
clean_alpha_only,t1_fill_rank_buffer,validation,top_20_keep_1x,-0.038290160904773995,0.008664129123148429,-0.4280622378791855,-0.03305753175083381,0.04041560114498832,0.06772234532048174,50.43298969072165
clean_alpha_only,t1_fill_rank_buffer,validation,top_20_keep_1.5x,-0.043632623910414225,0.0049671641256891635,-0.4159504879130349,-0.0410304834925842,0.031607828275587835,0.059981674710853375,45.50515463917526
clean_alpha_only,t1_fill_rank_buffer,validation,top_20_keep_2x,-0.048281421916846146,0.0015455370169993633,-0.40296034163431627,-0.04801665308418335,0.023809936566337564,0.049639713505366896,40.01030927835052
clean_alpha_only,t1_fill_rank_buffer,validation,top_20_keep_3x,-0.05500851290151454,-0.0019052321857496329,-0.40947746365738624,-0.05585037740899679,0.015481889383983871,0.03018114388075123,30.463917525773194
clean_alpha_only,t1_fill_rank_buffer,validation,top_30_keep_1x,-0.04628036903531196,0.0023128028975952317,-0.41231388751617737,-0.045516821286653464,0.026699177879445868,0.08900608317165305,72.56701030927834
clean_alpha_only,t1_fill_rank_buffer,validation,top_30_keep_1.5x,-0.05706489363848066,-0.0034541852294925806,-0.4059856625697068,-0.05771309711509265,0.013436731341941455,0.06465246137725873,58.58762886597938
clean_alpha_only,t1_fill_rank_buffer,validation,top_30_keep_2x,-0.06708260144883804,-0.007474757395898497,-0.4090147219584067,-0.06680934213208156,0.00381444206110948,0.04260914969755942,45.24742268041237
clean_alpha_only,t1_fill_rank_buffer,validation,top_30_keep_3x,-0.019940649844515823,0.014891931261250416,-0.396533738856957,-0.014603965836901156,0.059505008855551766,0.02376785687553476,34.74226804123711
clean_alpha_only,barra_lite_optimizer,test,industry_proxy_k10_style0_turn0,1.4327701518288063,0.3344921143850363,-0.235637990930237,0.5425915701933062,0.6556720019334483,0.0886286914833548,27.60606060606061
clean_alpha_only,barra_lite_optimizer,test,industry_proxy_k10_style0_turn0.02,1.406985471954719,0.3310866063666024,-0.235637990930237,0.5253132984583944,0.6375112584270952,0.0880267847466649,27.63636363636364
clean_alpha_only,barra_lite_optimizer,test,industry_proxy_k10_style0.05_turn0,1.4254343193503956,0.3333344337928995,-0.235637990930237,0.5380262488335288,0.6507486661642381,0.0889637537248757,27.681818181818183
